Company
Facebook Inc
Amazon.com Inc
Microsoft Corp
Apple Inc
Netflix Inc
Alphabet Inc
Planetary Resources Inc
Goldman Sachs Group Inc (The)
CVS Health Corp
Dow Chemical Co (The)
H.J. HEINZ B.V.
Kraft Foods Group Inc
AT&T Inc
Time Warner Inc
Aetna Inc.
Cigna Corp
EXPRESS SCRIPTS INC
DIRECTV
